Symbol,Name,Index,Description,Category,Provider
XLE,SPDR Select Sector Fund - Energy Select Sector,Energy Select Sector Index,"The Energy Select Sector Index includes companies from the following industries: oil, gas & consumable fuels and energy equipment & services.",Energy Equities,State Street
XLES,S&P SmallCap Energy Portfolio,S&P SmallCap 600 Energy Index,"The Index is comprised of common stocks of U.S. energy companies that are principally engaged in the business of producing, distributing or servicing energy related products, including oil and gas exploration and production, refining, oil services, pipeline, and solar, wind and other non-oil based energy.",Energy Equities,Invesco PowerShares
XLF,SPDR Select Sector Fund - Financial,Financial Select Sector Index,The Financial Select Sector Index includes companies from the following industries: diversified financial services; insurance; commercial banks; capital markets; real estate investment trusts (“REITs”); thrift & mortgage finance; consumer finance; and real estate management & development.,Financials Equities,State Street
XLFS,S&P SmallCap Financials Portfolio,S&P SmallCap 600 Financials Index,"The Index is comprised of common stocks of U.S. financial service companies that are principally engaged in the business of providing services and products, including banking, investment services, insurance and real estate finance services.",Financials Equities,Invesco PowerShares
XLG,Rydex Russell Top 50 ETF,Russell Top 50 Index,The Russell Top 50 Index is a market capitalization weighted index of the 50 largest stocks in the Russell 3000 universe of U.S.-based equities. The index can be considered a representation of mega cap stocks.,Large Cap Blend Equities,Rydex
XLI,SPDR Select Sector Fund - Industrial,Industrial Select Sector Index,The Industrial Select Sector Index includes companies from the following industries: industrial conglomerates; aerospace & defense; machinery; air freight & logistics; road & rail; commercial services & supplies; electrical equipment; construction & engineering; building products; airlines; and trading companies & distributors.,Industrials Equities,State Street
XLIS,S&P SmallCap Industrials Portfolio,S&P SmallCap 600 Industrials Index,"The Index is comprised of common stocks of U.S. industrial companies. These are companies that are principally engaged in the business of providing industrial products and services, including engineering, heavy machinery, construction, electrical equipment, aerospace and defense and general manufacturing",Industrials Equities,Invesco PowerShares
XLK,SPDR Select Sector Fund - Technology,Technology Select Sector Index,The Technology Select Sector Index includes companies from the following industries: computers & peripherals; software; diversified telecommunication services; communications equipment; semiconductor & semiconductor equipment; internet software & services; IT services; wireless telecommunication services; electronic equipment & instruments; and office electronics.,Technology Equities,State Street
XLKS,S&P SmallCap Information Technology Portfolio,S&P SmallCap 600 Information Technology Index,"The Index is comprised of common stocks of U.S. information technology companies.  These are companies that are principally engaged in the business of providing information technology-related products and services, including computer hardware and software, Internet, electronics and semiconductors, and communication technologies.",Technology Equities,Invesco PowerShares
XLP,SPDR Select Sector Fund - Consumer Staples,Consumer Staples Select Sector Index,The Consumer Staples Select Sector Index includes companies from the following industries: food & staples retailing; household products; food products; beverages; tobacco; and personal products.,Consumer Staples Equities,State Street
XLPS,S&P SmallCap Consumer Staples Portfolio,S&P SmallCap 600 Consumer Staples Index,"The Index is comprised of common stocks of U.S. consumer staples companies that are principally engaged in the businesses of providing consumer goods and services that have non-cyclical characteristics, including tobacco, textiles, food and beverage, and non-discretionary retail",Consumer Staples Equities,Invesco PowerShares
XLU,SPDR Select Sector Fund - Utilities,Utilities Select Sector Index,The Utilities Select Sector Index includes companies from the following industries: electric utilities; multi-utilities; independent power producers & energy traders; and gas utilities.,Utilities Equities,State Street
XLUS,S&P SmallCap Utilities Portfolio,S&P SmallCap 600 Utilities Index,"The Index is comprised of common stocks of U.S. utility companies. These companies are principally engaged in providing either energy, water or natural gas utilities. These companies may include companies that generate and supply electricity, including electricity wholesalers; distribute natural gas to customers; and provide water to customers, as well as dealing with associated wastewater.",Utilities Equities,Invesco PowerShares
XLV,SPDR Select Sector Fund - Health Care,Health Care Select Sector Index,The Health Care Select Sector Index includes companies from the following industries: pharmaceuticals; health care providers & services; health care equipment & supplies; biotechnology; life sciences tools & services; and health care technology.,Health & Biotech Equities,State Street
XLVS,S&P SmallCap Health Care Portfolio,S&P SmallCap 600 Health Care Index,"The Index is comprised of common stocks of U.S. healthcare companies. These are companies that are principally engaged in the business of providing healthcare-related products and services, including biotechnology, pharmaceuticals, medical technology and supplies, and facilities.",Health & Biotech Equities,Invesco PowerShares
XLY,SPDR Select Sector Fund - Consumer Discretionary,Consumer Discretionary Select Sector Index,"The Consumer Discretionary Select Sector Index includes companies from the following industries: retail (specialty, multi-line, internet and catalog); media; hotels, restaurants & leisure; household durables; textiles, apparel & luxury goods; automobiles, auto components and distributors; leisure equipment & products; and diversified consumer services.",Consumer Discretionary Equities,State Street
XLYS,S&P SmallCap Consumer Discretionary Portfolio,S&P SmallCap 600 Consumer Discretionary Index,"The Index is comprised of common stocks of U.S. consumer discretionary companies that are principally engaged in the businesses of providing consumer goods and services that are cyclical in nature, including retail, automotive, leisure and recreation, media and real estate.",Consumer Discretionary Equities,Invesco PowerShares
XME,SPDR S&P Metals & Mining ETF,S&P Metals & Mining Select Industry Index,"The S&P Metals & Mining Select Industry Index represents the metals and mining sub-industry portion of the S&P Total Market Index. The S&P TMI tracks all the U.S. common stocks listed on the NYSE, American Stock Exchange, NASDAQ National Market and the NASDAQ Small Cap exchanges. The Metals & Mining Index is an equal weighted market cap index.",Commodity Producers Equities,State Street
XOP,SPDR S&P Oil & Gas Explor & Product,S&P Oil & Gas Exploration & Production Select Industry Index,"The S&P Oil & Gas Exploration & Production Select Industry Index represents the oil and gas exploration and production sub-industry portion of the S&P Total Markets Index. The S&P TMI tracks all the U.S. common stocks listed on the NYSE, AMEX, NASDAQ National Market and NASDAQ Small Cap exchanges. The Oil & Gas Exploration Index is an equal weighted market cap index",Energy Equities,State Street
XPH,SPDR S&P Pharmaceuticals ETF,S&P Pharmaceuticals Select Industry Index,"The S&P Pharmaceuticals Select Industry Index represents the pharmaceuticals sub-industry portion of the S&P Total Markets Index. The S&P TMI tracks all the U.S. common stocks listed on the NYSE, AMEX, NASDAQ National Market and NASDAQ Small Cap exchanges. The Pharmaceuticals Index is an equal weighted market cap index.",Health & Biotech Equities,State Street
XPP,ProShares Ultra FTSE/Xinhua China 25,FTSE/Xinhua China 25 Index (200%),"ProShares Ultra FTSE / Xinhua China 25 seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the FTSE/Xinhua China 25 Index.",Leveraged Equities,ProShares
